시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,시도코드,시도명,시군구코드,시군구명,폐교명,폐교연도,학교급구분명,활용현황구분명,건물연면적,대지,담당자 부서명,담당자 전화번호,소재지도로명주소,소재지지번주소,데이터기준일자
8490000,전라남도교육청,8591000,고흥교육지원청,46,전라남도,770,고흥군,두원중학교,2002,중학교,대부,1424,16909,재정과,061-260-0792,전라남도 고흥군 두원면 두원로 895-4,전라남도 고흥군 두원면 대금리 242,2024-09-10
8490000,전라남도교육청,8591000,고흥교육지원청,46,전라남도,770,고흥군,풍양초매곡분교장,1992,초등학교,대부,0,3401,재정과,061-260-0792,전라남도 고흥군 풍양면 매곡1길 10,전라남도 고흥군 풍양면 매곡리 638-11,2024-09-10
8490000,전라남도교육청,8591000,고흥교육지원청,46,전라남도,770,고흥군,대서초안남분교장,2008,초등학교,미활용,1992,13776,재정과,061-260-0792,전라남도 고흥군 대서면 동서로 808,전라남도 고흥군 대서면 안남리 626,2024-09-10
8490000,전라남도교육청,8591000,고흥교육지원청,46,전라남도,770,고흥군,금산종합고등학교,2015,고등학교,대부,3404,26456,재정과,061-260-0792,전라남도 고흥군 금산면 돈청길 25-17,전라남도 고흥군 금산면 대흥리 1176,2024-09-10
8490000,전라남도교육청,8591000,고흥교육지원청,46,전라남도,770,고흥군,화계초여주분교장,1994,초등학교,미활용,0,6315,재정과,061-260-0792,전라남도 고흥군 점암면 여호한길목길 19,전라남도 고흥군 점암면 여호리 244,2024-09-10
8490000,전라남도교육청,8571000,곡성교육지원청,46,전라남도,720,곡성군,석곡초기룡분교장,1996,초등학교,대부,901,6966,재정과,061-260-0792,전라남도 곡성군 목사동면 대곡당산길 1,전라남도 곡성군 목사동면 대곡리 1041,2024-09-10
8490000,전라남도교육청,8571000,곡성교육지원청,46,전라남도,720,곡성군,석곡초명강분교장,1999,초등학교,대부,1153,15712,재정과,061-260-0792,전라남도 곡성군 석곡면 방주마천목길 107,전라남도 곡성군 석곡면 방송리 538,2024-09-10
8490000,전라남도교육청,8571000,곡성교육지원청,46,전라남도,720,곡성군,석곡초염곡분교장,1995,초등학교,미활용,466,6787,재정과,061-260-0792,전라남도 곡성군 석곡면 노치로 412-45,전라남도 곡성군 석곡면 염곡리 1033,2024-09-10
8490000,전라남도교육청,8571000,곡성교육지원청,46,전라남도,720,곡성군,오곡초명성분교장,1992,초등학교,대부,376,5396,재정과,061-260-0792,전라남도 곡성군 오곡면 오죽로 1550,전라남도 곡성군 오곡면 구성리 221,2024-09-10
8490000,전라남도교육청,8571000,곡성교육지원청,46,전라남도,720,곡성군,겸면초마삼분교장,2004,초등학교,대부,876,12240,재정과,061-260-0792,전라남도 곡성군 겸면 산정길 15-19,전라남도 곡성군 겸면 마전리 566,2024-09-10
8490000,전라남도교육청,8551000,광양교육지원청,46,전라남도,230,광양시,진상초황죽분교장,2017,초등학교,대부,796,6893,재정과,061-260-0792,전라남도 광양시 진상면 신황길 126,전라남도 광양시 진상면 황죽리 250-18,2024-09-10
8490000,전라남도교육청,8581000,구례교육지원청,46,전라남도,730,구례군,토지초문수분교장,2000,초등학교,대부,217,55168,재정과,061-260-0792,전라남도 구례군 토지면 문수길 319,전라남도 구례군 토지면 문수리 846-1,2024-09-10
8490000,전라남도교육청,8581000,구례교육지원청,46,전라남도,730,구례군,토지초외곡분교장,1992,초등학교,미활용,2501,5893,재정과,061-260-0792,전라남도 구례군 토지면 피아골로 54,전라남도 구례군 토지면 외곡리 543,2024-09-10
8490000,전라남도교육청,8531000,나주교육지원청,46,전라남도,170,나주시,다도초덕림분교장,1991,초등학교,미활용,0,2742,재정과,061-260-0792,전라남도 나주시 다도면 덕림로 248,전라남도 나주시 다도면 덕림리 536,2024-09-10
8490000,전라남도교육청,8531000,나주교육지원청,46,전라남도,170,나주시,다시초국동분교장,1995,초등학교,미활용,75,11113,재정과,061-260-0792,전라남도 나주시 문평면 절골길 1-5,전라남도 나주시 문평면 국동리 678,2024-09-10
8490000,전라남도교육청,8531000,나주교육지원청,46,전라남도,170,나주시,문평남초등학교,2010,초등학교,미활용,2135,16909,재정과,061-260-0792,전라남도 나주시 문평면 체암로 6,전라남도 나주시 문평면 옥당리 1119,2024-09-10
8490000,전라남도교육청,8531000,나주교육지원청,46,전라남도,170,나주시,다시남초등학교,1999,초등학교,미활용,1338,20075,재정과,061-260-0792,전라남도 나주시 다시면 석관로 316-2,전라남도 나주시 다시면 문동리 654,2024-09-10
8490000,전라남도교육청,8531000,나주교육지원청,46,전라남도,170,나주시,나주초이화분교장,2008,초등학교,미활용,1752,14268,재정과,061-260-0792,전라남도 나주시 송학1길 23(토계동),전라남도 나주시 토계동 318,2024-09-10
8490000,전라남도교육청,8531000,나주교육지원청,46,전라남도,170,나주시,남평동초등학교,1999,초등학교,대부,1058,13474,재정과,061-260-0792,전라남도 나주시 남평읍 나주호로 843,전라남도 나주시 남평읍 우산리 984,2024-09-10
8490000,전라남도교육청,8531000,나주교육지원청,46,전라남도,170,나주시,공산고등학교,2013,고등학교,대부,3056,15210,재정과,061-260-0792,전라남도 나주시 공산면 공산로 30,전라남도 나주시 공산면 금곡리 819-4,2024-09-10
8490000,전라남도교육청,8561000,담양교육지원청,46,전라남도,710,담양군,고서초주산분교장,1999,초등학교,미활용,0,14151,재정과,061-260-0792,전라남도 담양군 고서면 월양길 159,전라남도 담양군 고서면 주산리 516,2024-09-10
8490000,전라남도교육청,8561000,담양교육지원청,46,전라남도,710,담양군,남면초인암분교장,2011,초등학교,대부,977,11402,재정과,061-260-0792,전라남도 담양군 가사문학면 가사문학로 1694,전라남도 담양군 가사문학면 인암리 238,2024-09-10
8490000,전라남도교육청,8561000,담양교육지원청,46,전라남도,710,담양군,만덕초용산분교장,1995,초등학교,미활용,738,8695,재정과,061-260-0792,전라남도 담양군 대덕면 상갈길 10-9,전라남도 담양군 대덕면 갈전리 687,2024-09-10
8490000,전라남도교육청,8501000,목포교육지원청,46,전라남도,110,목포시,유달초율도분교장,2021,초등학교,미활용,442,5491,재정과,061-260-0792,전라남도 목포시 율도길 88(율도동),전라남도 목포시 율도동 261,2024-09-10
8490000,전라남도교육청,8661000,무안교육지원청,46,전라남도,840,무안군,해제동초등학교,2009,초등학교,미활용,1746,13652,재정과,061-260-0792,전라남도 무안군 해제면 만송로 1431,전라남도 무안군 해제면 유월리 561,2024-09-10
8490000,전라남도교육청,8661000,무안교육지원청,46,전라남도,840,무안군,일로초지감분교장,1999,초등학교,미활용,709,9232,재정과,061-260-0792,전라남도 무안군 일로읍 문화로 547,전라남도 무안군 일로읍 감돈리 299,2024-09-10
8490000,전라남도교육청,8661000,무안교육지원청,46,전라남도,840,무안군,현경고등학교,2015,고등학교,미활용,6228,26556,재정과,061-260-0792,전라남도 무안군 현경면 운해로 1551,전라남도 무안군 현경면 외반리 492-1,2024-09-10
8490000,전라남도교육청,8601000,보성교육지원청,46,전라남도,780,보성군,노동초금호분교장,1994,초등학교,미활용,588,9808,재정과,061-260-0792,전라남도 보성군 노동면 대여길 75,전라남도 보성군 노동면 금호리 598,2024-09-10
8490000,전라남도교육청,8601000,보성교육지원청,46,전라남도,780,보성군,겸백초은덕분교장,1994,초등학교,미활용,692,12132,재정과,061-260-0792,전라남도 보성군 겸백면 보성강로 1176-7,전라남도 보성군 겸백면 은덕리 19,2024-09-10
8490000,전라남도교육청,8601000,보성교육지원청,46,전라남도,780,보성군,득량서초등학교,1997,초등학교,대부,543,15629,재정과,061-260-0792,전라남도 보성군 득량면 충의로,전라남도 보성군 득량면 마천리 743-1,2024-09-10
8490000,전라남도교육청,8601000,보성교육지원청,46,전라남도,780,보성군,장암초등학교,1998,초등학교,미활용,799,7768,재정과,061-260-0792,전라남도 보성군 벌교읍 장암길 234-44,전라남도 보성군 벌교읍 장암리 710-1,2024-09-10
8490000,전라남도교육청,8601000,보성교육지원청,46,전라남도,780,보성군,노동초학동분교장,1999,초등학교,미활용,875,13055,재정과,061-260-0792,전라남도 보성군 노동면 예재로 448-9,전라남도 보성군 노동면 학동리 501,2024-09-10
8490000,전라남도교육청,8601000,보성교육지원청,46,전라남도,780,보성군,영등초등학교,2004,초등학교,미활용,0,20930,재정과,061-260-0792,전라남도 보성군 벌교읍 남하로 474,전라남도 보성군 벌교읍 영등리 726,2024-09-10
8490000,전라남도교육청,8601000,보성교육지원청,46,전라남도,780,보성군,벌교초해도분교장,2006,초등학교,미활용,153,7238,재정과,061-260-0792,전라남도 보성군 벌교읍 해도길 65-5,전라남도 보성군 벌교읍 장도리 산1-64,2024-09-10
8490000,전라남도교육청,8601000,보성교육지원청,46,전라남도,780,보성군,회천동초등학교,2007,초등학교,미활용,951,92561,재정과,061-260-0792,전라남도 보성군 회천면 원산길 11,전라남도 보성군 회천면 서당리 659,2024-09-10
8490000,전라남도교육청,8601000,보성교육지원청,46,전라남도,780,보성군,벌교초제석분교장,2015,초등학교,미활용,1126,13922,재정과,061-260-0792,전라남도 보성군 벌교읍 장호길 14,전라남도 보성군 벌교읍 장양리 793,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,황전초평죽분교장,1992,초등학교,미활용,659,6948,재정과,061-260-0792,전라남도 순천시 황전면 건구칠동로 216,전라남도 순천시 황전면 평촌리 산193-1,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,순천남초삼거분교장,1999,초등학교,대부,0,13929,재정과,061-260-0792,전라남도 순천시 삼거길 (삼거동),전라남도 순천시 삼거동 125-1,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,해룡초농주분교장,2011,초등학교,대부,1644,23459,재정과,061-260-0792,전라남도 순천시 해룡면 하사길 5,전라남도 순천시 해룡면 농주리 12,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,낙안초창녕분교장,2014,초등학교,대부,214,4033,재정과,061-260-0792,전라남도 순천시 낙안면 창녕길 7,전라남도 순천시 낙안면 창녕리 592-1,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,황전북초용림분교장,2011,초등학교,대부,451,9327,재정과,061-260-0792,전라남도 순천시 황전면 장터길 39,전라남도 순천시 황전면 선변리 745-4,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,황전초대치분교장,2014,초등학교,대부,1617,22682,재정과,061-260-0792,전라남도 순천시 황전면 삽재팔동길 150,전라남도 순천시 황전면 대치리 435,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,별량남초등학교,2000,초등학교,대부,1600,11203,재정과,061-260-0792,전라남도 순천시 별량면 대곡길 130,전라남도 순천시 별량면 대곡리 742-1,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,동산초판교분교장,1994,초등학교,미활용,865,16279,재정과,061-260-0792,전라남도 순천시 서면 청소길,전라남도 순천시 서면 판교리 33,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,별량초마산분교장,2009,초등학교,미활용,0,8149,재정과,061-260-0792,전라남도 순천시 별량면 거차길,전라남도 순천시 별량면 마산리 249-1,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,주암초어왕분교장,2009,초등학교,미활용,979,8266,재정과,061-260-0792,전라남도 순천시 주암면 정골길 51,전라남도 순천시 주암면 어왕리 1,2024-09-10
8490000,전라남도교육청,8521000,순천교육지원청,46,전라남도,150,순천시,승주초죽학분교장,2024,초등학교,미활용,649,3847,재정과,061-260-0792,전라남도 순천시 주암면 정골길 51,전라남도 순천시 주암면 어왕리 1,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,백초초우두분교장,2013,초등학교,대부,1153,7330,재정과,061-260-0792,전라남도 여수시 돌산읍 상하동길 174,전라남도 여수시 돌산읍 우두리 170,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,여안초여남중안도분교장,2020,중학교,대부,0,641,재정과,061-260-0792,전라남도 여수시 남면 안도해변길 81,전라남도 여수시 남면 안도리 999-3,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,초도초광도분교장,1991,초등학교,미활용,87,761,재정과,061-260-0792,전라남도 여수시 삼산면 소거문길,전라남도 여수시 삼산면 손죽리 산54,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,소라중앙초등학교,1992,초등학교,미활용,1075,7004,재정과,061-260-0792,전라남도 여수시 소라면 당촌길 49,전라남도 여수시 소라면 봉두리 662,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,화태초소두라분교장,1992,초등학교,미활용,0,3779,재정과,061-260-0792,전라남도 여수시 남면 봉통길,전라남도 여수시 남면 두라리 41,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,금성초등학교,1999,초등학교,미활용,992,7277,재정과,061-260-0792,전라남도 여수시 돌산읍 돌산로 616-20,전라남도 여수시 돌산읍 금성리 475,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,율촌초송도분교장,2001,초등학교,미활용,0,3699,재정과,061-260-0792,전라남도 여수시 율촌면 대늑도길,전라남도 여수시 율촌면 여동리 산 185,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,돌산초대신분교장,2005,초등학교,미활용,1163,12211,재정과,061-260-0792,전라남도 여수시 돌산읍 돌산로 958,전라남도 여수시 돌산읍 신복리 730,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,연도초역포분교장,2009,초등학교,미활용,313,3786,재정과,061-260-0792,전라남도 여수시 남면 역포안길 26,전라남도 여수시 남면 연도리 881,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,화태초여동분교장,2015,초등학교,미활용,534,4571,재정과,061-260-0792,전라남도 여수시 남면 횡간해안길 94-8,전라남도 여수시 남면 횡간리 251,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,거문중초도분교장,2017,중학교,미활용,773,1186,재정과,061-260-0792,전라남도 여수시 삼산면 초도로 48,전라남도 여수시 삼산면 초도리 산456,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,거문초덕촌분교장,2019,초등학교,미활용,541,7033,재정과,061-260-0792,전라남도 여수시 삼산면 덕흥1길 26,전라남도 여수시 삼산면 덕촌리 814-1,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,거문초동도분교장,2020,초등학교,미활용,486,795057,재정과,061-260-0792,전라남도 여수시 삼산면 동도로 139,전라남도 여수시 삼산면 동도리 1012,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,율촌초산수분교장,2021,초등학교,미활용,680,8592,재정과,061-260-0792,전라남도 여수시 율촌면 왕바위길 135,전라남도 여수시 율촌면 산수리 642,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,초도초등학교,2017,초등학교,대부,773,11860,재정과,061-260-0792,전라남도 여수시 초도로 48,전라남도 여수시 삼산면 초도리 산 456,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,나진초용창분교장,2021,초등학교,미활용,1218,31706,재정과,061-260-0792,전라남도 여수시 용문사길 24,전라남도 여수시 화양면 용주리 1515-17,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,여안초등학교,2022,초등학교,미활용,1317,10033,재정과,061-260-0792,전라남도 여수시 남면 안도해변길 65,전라남도 여수시 남면 안도리 991,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,화태초등학교,2022,초등학교,미활용,1149,11931,재정과,061-260-0792,전라남도 여수시 남면 마족길 5,전라남도 여수시 남면 화태리 313,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,거문초손죽분교장,2022,초등학교,대부,411,106651,재정과,061-260-0792,전라남도 여수시 삼산면 손죽새터길 6-7,전라남도 여수시 삼산면 손죽리 산1466,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,화태초돌산중화태분교장,2022,초등학교,미활용,1144,11847,재정과,061-260-0792,전라남도 여수시 남면 마족길 5,전라남도 여수시 남면 화태리 313,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,돌산초월호분교장,2024,초등학교,미활용,610,6551,재정과,061-260-0792,전라남도 여수시 남면 마족길 5,전라남도 여수시 남면 화태리 313,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,봉덕초평사분교장,2024,초등학교,미활용,994,6643,재정과,061-260-0792,전라남도 여수시 남면 마족길 5,전라남도 여수시 남면 화태리 313,2024-09-10
8490000,전라남도교육청,8511000,여수교육지원청,46,전라남도,130,여수시,소라초신흥분교장,2024,초등학교,미활용,1361,12068,재정과,061-260-0792,전라남도 여수시 남면 마족길 5,전라남도 여수시 남면 화태리 313,2024-09-10
8490000,전라남도교육청,8681000,영광교육지원청,46,전라남도,870,영광군,염산초야월분교장,2013,초등학교,미활용,1928,15780,재정과,061-260-0792,전라남도 영광군 염산면 칠산로 586-50,전라남도 영광군 염산면 야월리 300,2024-09-10
8490000,전라남도교육청,8681000,영광교육지원청,46,전라남도,870,영광군,영광서초등학교,2011,초등학교,미활용,1852,12466,재정과,061-260-0792,전라남도 영광군 영광읍 청보리로3길 6,전라남도 영광군 영광읍 계송리 667,2024-09-10
8490000,전라남도교육청,8651000,영암교육지원청,46,전라남도,830,영암군,서호북초등학교,1999,초등학교,대부,873,17616,재정과,061-260-0792,전라남도 영암군 서호면 서호로 900,전라남도 영암군 서호면 성재리 1058,2024-09-10
8490000,전라남도교육청,8651000,영암교육지원청,46,전라남도,830,영암군,신북초신북서분교장,2011,초등학교,대부,810,20139,재정과,061-260-0792,전라남도 영암군 신북면 들소리로 384-14,전라남도 영암군 신북면 학동리 468,2024-09-10
8490000,전라남도교육청,8651000,영암교육지원청,46,전라남도,830,영암군,금정초한대분교장,1992,초등학교,미활용,378,4640,재정과,061-260-0792,전라남도 영암군 영암읍 금오길,전라남도 영암군 영암읍 한대리 2,2024-09-10
8490000,전라남도교육청,8651000,영암교육지원청,46,전라남도,830,영암군,군서북초등학교,1999,초등학교,미활용,826,11351,재정과,061-260-0792,전라남도 영암군 군서면 온천로 180,전라남도 영암군 군서면 해창리 494-2,2024-09-10
8490000,전라남도교육청,8651000,영암교육지원청,46,전라남도,830,영암군,금정초청룡분교장,1999,초등학교,미활용,609,50310,재정과,061-260-0792,전라남도 영암군 금정면 내산로 813,전라남도 영암군 금정면 청용리 899,2024-09-10
8490000,전라남도교육청,8651000,영암교육지원청,46,전라남도,830,영암군,시종초종남분교장,2013,초등학교,대부,2183,30587,재정과,061-260-0792,전라남도 영암군 시종면 금월로 240,전라남도 영암군 시종면 금지리 1078,2024-09-10
8490000,전라남도교육청,8651000,영암교육지원청,46,전라남도,830,영암군,도포초영농분교장,2016,초등학교,미활용,274,1833,재정과,061-260-0792,전라남도 영암군 도포면 영호길 89,전라남도 영암군 도포면 영호리 919-10,2024-09-10
8490000,전라남도교육청,8651000,영암교육지원청,46,전라남도,830,영암군,도포초도신분교장,2008,초등학교,대부,585,12745,재정과,061-260-0792,전라남도 영암군 도포면 호산로 287,전라남도 영암군 도포면 영호리 194,2024-09-10
8490000,전라남도교육청,8691000,장성교육지원청,46,전라남도,880,장성군,사창초능성분교장,1995,초등학교,미활용,1006,12422,재정과,061-260-0792,전라남도 장성군 삼계면 능성로 67,전라남도 장성군 삼계면 능성리 599-1,2024-09-10
8490000,전라남도교육청,8691000,장성교육지원청,46,전라남도,880,장성군,삼서남초등학교,1999,초등학교,대부,0,18218,재정과,061-260-0792,전라남도 장성군 삼서면 석마길,전라남도 장성군 삼서면 석마리 661-4,2024-09-10
8490000,전라남도교육청,8691000,장성교육지원청,46,전라남도,880,장성군,장성신흥중학교,2015,중학교,미활용,1632,15591,재정과,061-260-0792,전라남도 장성군 북일면 신흥로 588,전라남도 장성군 북일면 성덕리 36,2024-09-10
8490000,전라남도교육청,8621000,장흥교육지원청,46,전라남도,800,장흥군,관산초영성분교장,2008,초등학교,미활용,1250,14176,재정과,061-260-0792,전라남도 장흥군 관산읍 죽교상하발로 364-9,전라남도 장흥군 관산읍 죽청리 418-3,2024-09-10
8490000,전라남도교육청,8711000,진도교육지원청,46,전라남도,900,진도군,오송초등학교,1996,초등학교,대부,0,10553,재정과,061-260-0792,전라남도 진도군 지산면 월촌길,전라남도 진도군 지산면 오류리 616-4,2024-09-10
8490000,전라남도교육청,8711000,진도교육지원청,46,전라남도,900,진도군,조도초맹골분교장,2000,초등학교,미활용,0,608,재정과,061-260-0792,전라남도 진도군 조도면 맹골도길 14-4,전라남도 진도군 조도면 맹골도리 74-1,2024-09-10
8490000,전라남도교육청,8711000,진도교육지원청,46,전라남도,900,진도군,조도초소죽도분교장,2004,초등학교,미활용,101,258,재정과,061-260-0792,전라남도 진도군 조도면 서거차대섬길,전라남도 진도군 조도면 서거차도리 150,2024-09-10
8490000,전라남도교육청,8711000,진도교육지원청,46,전라남도,900,진도군,지산서초등학교,2009,초등학교,대부,981,14582,재정과,061-260-0792,전라남도 진도군 지산면 가치길 17-14,전라남도 진도군 지산면 가치리 904-3,2024-09-10
8490000,전라남도교육청,8711000,진도교육지원청,46,전라남도,900,진도군,석교초용등분교장,2009,초등학교,미활용,1058,13766,재정과,061-260-0792,전라남도 진도군 임회면 백동길 2,전라남도 진도군 임회면 백동리 633,2024-09-10
8490000,전라남도교육청,8711000,진도교육지원청,46,전라남도,900,진도군,의동초등학교,2014,초등학교,미활용,1326,12984,재정과,061-260-0792,전라남도 진도군 의신면 진도대로 1661,전라남도 진도군 의신면 초사리 102,2024-09-10
8490000,전라남도교육청,8671000,함평교육지원청,46,전라남도,860,함평군,성남초등학교,2002,초등학교,대부,923,16394,재정과,061-260-0792,전라남도 함평군 함평읍 함장로 730,전라남도 함평군 함평읍 성남리 215,2024-09-10
8490000,전라남도교육청,8671000,함평교육지원청,46,전라남도,860,함평군,대동향교초동암분교장,1992,초등학교,대부,933,13310,재정과,061-260-0792,전라남도 함평군 대동면 대동길 337,전라남도 함평군 대동면 월송리 424,2024-09-10
8490000,전라남도교육청,8671000,함평교육지원청,46,전라남도,860,함평군,손불초용암분교장,2005,초등학교,미활용,1446,15927,재정과,061-260-0792,전라남도 함평군 손불면 죽암죽장길 252,전라남도 함평군 손불면 죽암리 709,2024-09-10
8490000,전라남도교육청,8671000,함평교육지원청,46,전라남도,860,함평군,대동향교초대신분교장,2008,초등학교,미활용,894,16229,재정과,061-260-0792,전라남도 함평군 대동면 학동로 1215-64,전라남도 함평군 대동면 금산리 422-7,2024-09-10
8490000,전라남도교육청,8671000,함평교육지원청,46,전라남도,860,함평군,영창초등학교,2009,초등학교,대부,1896,16170,재정과,061-260-0792,전라남도 함평군 학교면 경화동길 5,전라남도 함평군 학교면 사거리 172,2024-09-10
8490000,전라남도교육청,8641000,해남교육지원청,46,전라남도,820,해남군,화원초화봉분교장,2004,초등학교,미활용,2051,19066,재정과,061-260-0792,전라남도 해남군 화원면 화봉길 144,전라남도 해남군 화원면 화봉리 226,2024-09-10
8490000,전라남도교육청,8641000,해남교육지원청,46,전라남도,820,해남군,군곡초등학교,2011,초등학교,미활용,1030,19070,재정과,061-260-0792,전라남도 해남군 송지면 군곡길 139,전라남도 해남군 송지면 군곡리 435-1,2024-09-10
8490000,전라남도교육청,8611000,화순교육지원청,46,전라남도,790,화순군,아산초서유분교장,2007,초등학교,미활용,1180,16514,재정과,061-260-0792,전라남도 화순군 백아면 백아로 2038,전라남도 화순군 백아면 서유리 526,2024-09-10
8490000,전라남도교육청,8611000,화순교육지원청,46,전라남도,790,화순군,동면초경복분교장,2001,초등학교,대부,1713,9840,재정과,061-260-0792,전라남도 화순군 동면 복림길 4,전라남도 화순군 동면 복암리 166,2024-09-10
8490000,전라남도교육청,8611000,화순교육지원청,46,전라남도,790,화순군,화순오성초주도분교장,1996,초등학교,대부,449,8403,재정과,061-260-0792,전라남도 화순군 화순읍 주도길 88,전라남도 화순군 화순읍 주도리 20,2024-09-10
8490000,전라남도교육청,8611000,화순교육지원청,46,전라남도,790,화순군,천태초봉하분교장,2004,초등학교,대부,853,8967,재정과,061-260-0792,전라남도 화순군 도암면 왕정로 263-5,전라남도 화순군 도암면 봉하리 200,2024-09-10
8490000,전라남도교육청,8611000,화순교육지원청,46,전라남도,790,화순군,동복초가수분교장,1999,초등학교,미활용,844,6262,재정과,061-260-0792,전라남도 화순군 동복면 하가길 33,전라남도 화순군 동복면 가수리 861,2024-09-10
